data_hora,Nivel_M,Vazao_M,Chuva_M,Nivel_J,Vazao_J
1938-01-11,66.0,3.8908,0.0,250.0,82.8803
1938-01-12,66.0,3.8908,0.0,195.0,20.4264
1938-01-13,66.0,3.8908,0.0,195.0,20.4264
1938-01-14,66.0,3.8908,0.0,196.0,21.3852
1938-01-15,66.0,3.8908,0.0,195.0,20.4264
1938-01-16,66.0,3.8908,0.0,196.0,21.3852
1938-01-17,66.0,3.8908,0.0,195.0,20.4264
1938-01-18,66.0,3.8908,0.0,194.0,19.4938
1938-01-19,66.0,3.8908,0.0,194.0,19.4938
1938-01-20,66.0,3.8908,0.0,192.0,17.7065
1938-01-21,66.0,3.8908,0.0,194.0,19.4938
1938-01-22,66.0,3.8908,0.0,194.0,19.4938
1938-01-23,66.0,3.8908,0.0,190.0,16.0213
1938-01-24,66.0,3.8908,0.0,190.0,16.0213
1938-01-25,66.0,3.8908,0.0,190.0,16.0213
1938-01-26,66.0,3.8908,0.0,190.0,16.0213
1938-01-27,66.0,3.8908,0.0,190.0,16.0213
1938-01-28,66.0,3.8908,0.0,189.0,15.2163
1938-01-29,66.0,3.8908,0.0,188.0,14.4362
1938-01-30,66.0,3.8908,0.0,188.0,14.4362
1938-01-31,66.0,3.8908,0.0,188.0,14.4362
1938-02-01,66.0,3.8908,0.0,190.0,16.0213
1938-02-02,66.0,3.8908,0.0,193.0,18.5873
1938-02-03,66.0,3.8908,0.0,192.0,17.7065
1938-02-04,66.0,3.8908,0.0,198.0,23.3827
1938-02-05,66.0,3.8908,0.0,212.0,37.4093
1938-02-06,66.0,3.8908,0.0,206.0,31.5107
1938-02-07,66.0,3.8908,0.0,206.0,31.5107
1938-02-08,66.0,3.8908,0.0,196.0,21.3852
1938-02-09,66.0,3.8908,0.0,195.0,20.4264
1938-02-10,66.0,3.8908,0.0,194.0,19.4938
1938-02-11,66.0,3.8908,0.0,192.0,17.7065
1938-02-12,66.0,3.8908,0.0,192.0,17.7065
1938-02-13,66.0,3.8908,0.0,191.0,16.8513
1938-02-14,66.0,3.8908,0.0,190.0,16.0213
1938-02-15,66.0,3.8908,0.0,191.0,16.8513
1938-02-16,66.0,3.8908,0.0,195.0,20.4264
1938-02-17,66.0,3.8908,0.0,209.0,34.4126
1938-02-18,66.0,3.8908,0.0,204.0,29.6298
1938-02-19,66.0,3.8908,0.0,203.0,28.8527
1938-02-20,66.0,3.8908,0.0,203.0,28.8527
1938-02-21,66.0,3.8908,0.0,201.0,26.5819
1938-02-22,66.0,3.8908,0.0,201.0,26.5819
1938-02-23,66.0,3.8908,0.0,198.0,23.3827
1938-02-24,66.0,3.8908,0.0,196.0,21.3852
1938-02-25,66.0,3.8908,0.0,192.0,17.7065
1938-02-26,66.0,3.8908,0.0,192.0,17.7065
1938-02-27,66.0,3.8908,0.0,191.0,16.8513
1938-02-28,66.0,3.8908,0.0,190.0,16.0213
1938-03-01,66.0,3.8908,0.0,192.0,17.7065
1938-03-02,66.0,3.8908,0.0,191.0,16.8513
1938-03-03,66.0,3.8908,0.0,190.0,16.0213
1938-03-04,66.0,3.8908,0.0,190.0,16.0213
1938-03-05,66.0,3.8908,0.0,188.0,14.4362
1938-03-06,66.0,3.8908,0.0,186.0,12.9491
1938-03-07,66.0,3.8908,0.0,184.0,11.5579
1938-03-08,66.0,3.8908,0.0,184.0,11.5579
1938-03-09,66.0,3.8908,0.0,185.0,12.2416
1938-03-10,66.0,3.8908,0.0,186.0,12.9491
1938-03-11,66.0,3.8908,0.0,188.0,14.4362
1938-03-12,66.0,3.8908,0.0,188.0,14.4362
1938-03-13,66.0,3.8908,0.0,189.0,15.2163
1938-03-14,66.0,3.8908,0.0,190.0,16.0213
1938-03-15,66.0,3.8908,0.0,189.0,15.2163
1938-03-16,66.0,3.8908,0.0,191.0,16.8513
1938-03-17,66.0,3.8908,0.0,192.0,17.7065
1938-03-18,66.0,3.8908,0.0,190.0,16.0213
1938-03-19,66.0,3.8908,0.0,191.0,16.8513
1938-03-20,66.0,3.8908,0.0,191.0,16.8513
1938-03-21,66.0,3.8908,0.0,191.0,16.8513
1938-03-22,66.0,3.8908,0.0,191.0,16.8513
1938-03-23,66.0,3.8908,0.0,192.0,17.7065
1938-03-24,66.0,3.8908,0.0,193.0,18.5873
1938-03-25,66.0,3.8908,0.0,192.0,17.7065
1938-03-26,66.0,3.8908,0.0,193.0,18.5873
1938-03-27,66.0,3.8908,0.0,195.0,20.4264
1938-03-28,66.0,3.8908,0.0,194.0,19.4938
1938-03-29,66.0,3.8908,0.0,200.0,25.4881
1938-03-30,66.0,3.8908,0.0,198.0,23.3827
1938-03-31,66.0,3.8908,0.0,196.0,21.3852
1938-04-01,66.0,3.8908,0.0,194.0,19.4938
1938-04-02,66.0,3.8908,0.0,194.0,19.4938
1938-04-03,66.0,3.8908,0.0,192.0,17.7065
1938-04-04,66.0,3.8908,0.0,198.0,23.3827
1938-04-05,66.0,3.8908,0.0,196.0,21.3852
1938-04-06,66.0,3.8908,0.0,198.0,23.3827
1938-04-07,66.0,3.8908,0.0,197.0,22.3706
1938-04-08,66.0,3.8908,0.0,196.0,21.3852
1938-04-09,66.0,3.8908,0.0,194.0,19.4938
1938-04-10,66.0,3.8908,0.0,202.0,27.7033
1938-04-11,66.0,3.8908,0.0,199.0,24.4218
1938-04-12,66.0,3.8908,0.0,196.0,21.3852
1938-04-13,66.0,3.8908,0.0,196.0,21.3852
1938-04-14,66.0,3.8908,0.0,202.0,27.7033
1938-04-15,66.0,3.8908,0.0,199.0,24.4218
1938-04-16,66.0,3.8908,0.0,198.0,23.3827
1938-04-17,66.0,3.8908,0.0,197.0,22.3706
1938-04-18,66.0,3.8908,0.0,199.0,24.4218
1938-04-19,66.0,3.8908,0.0,202.0,27.7033
1938-04-20,66.0,3.8908,0.0,198.0,23.3827
1938-04-21,66.0,3.8908,0.0,197.0,22.3706
1938-04-22,66.0,3.8908,0.0,204.0,29.6298
1938-04-23,66.0,3.8908,0.0,199.0,24.4218
1938-04-24,66.0,3.8908,0.0,196.0,21.3852
1938-04-25,66.0,3.8908,0.0,194.0,19.4938
1938-04-26,66.0,3.8908,0.0,192.0,17.7065
1938-04-27,66.0,3.8908,0.0,190.0,16.0213
1938-04-28,66.0,3.8908,0.0,191.0,16.8513
1938-04-29,66.0,3.8908,0.0,190.0,16.0213
1938-04-30,66.0,3.8908,0.0,190.0,16.0213
1938-05-01,66.0,3.8908,0.0,190.13513513513513,16.15361135135135
1938-05-02,66.0,3.8908,0.0,190.27027027027026,16.285922702702702
1938-05-03,66.0,3.8908,0.0,190.40540540540542,16.418234054054054
1938-05-04,66.0,3.8908,0.0,190.54054054054055,16.550545405405405
1938-05-05,66.0,3.8908,0.0,190.67567567567568,16.682856756756756
1938-05-06,66.0,3.8908,0.0,190.8108108108108,16.815168108108107
1938-05-07,66.0,3.8908,0.0,190.94594594594594,16.94747945945946
1938-05-08,66.0,3.8908,0.0,191.0810810810811,17.07979081081081
1938-05-09,66.0,3.8908,0.0,191.21621621621622,17.21210216216216
1938-05-10,66.0,3.8908,0.0,191.35135135135135,17.344413513513512
1938-05-11,66.0,3.8908,0.0,191.48648648648648,17.476724864864863
1938-05-12,66.0,3.8908,0.0,191.6216216216216,17.609036216216218
1938-05-13,66.0,3.8908,0.0,191.75675675675674,17.74134756756757
1938-05-14,66.0,3.8908,0.0,191.8918918918919,17.87365891891892
1938-05-15,66.0,3.8908,0.0,192.02702702702703,18.00597027027027
1938-05-16,66.0,3.8908,0.0,192.16216216216216,18.138281621621623
1938-05-17,66.0,3.8908,0.0,192.2972972972973,18.270592972972974
1938-05-18,66.0,3.8908,0.0,192.43243243243242,18.402904324324325
1938-05-19,66.0,3.8908,0.0,192.56756756756758,18.535215675675676
1938-05-20,66.0,3.8908,0.0,192.7027027027027,18.667527027027027
1938-05-21,66.0,3.8908,0.0,192.83783783783784,18.79983837837838
1938-05-22,66.0,3.8908,0.0,192.97297297297297,18.93214972972973
1938-05-23,66.0,3.8908,0.0,193.1081081081081,19.06446108108108
1938-05-24,66.0,3.8908,0.0,193.24324324324326,19.196772432432432
1938-05-25,66.0,3.8908,0.0,193.3783783783784,19.329083783783783
1938-05-26,66.0,3.8908,0.0,193.51351351351352,19.461395135135135
1938-05-27,66.0,3.8908,0.0,193.64864864864865,19.593706486486486
1938-05-28,66.0,3.8908,0.0,193.78378378378378,19.726017837837837
1938-05-29,66.0,3.8908,0.0,193.9189189189189,19.858329189189188
1938-05-30,66.0,3.8908,0.0,194.05405405405406,19.99064054054054
1938-05-31,66.0,3.8908,0.0,194.1891891891892,20.12295189189189
1938-06-01,66.0,3.8908,0.0,194.32432432432432,20.255263243243242
1938-06-02,66.0,3.8908,0.0,194.45945945945945,20.387574594594593
1938-06-03,66.0,3.8908,0.0,194.59459459459458,20.519885945945944
1938-06-04,66.0,3.8908,0.0,194.72972972972974,20.6521972972973
1938-06-05,66.0,3.8908,0.0,194.86486486486487,20.784508648648647
1938-06-06,66.0,3.8908,0.0,195.0,20.91682
1938-06-07,66.0,3.8908,0.0,195.13513513513513,21.04913135135135
1938-06-08,66.0,3.8908,0.0,195.27027027027026,21.181442702702704
1938-06-09,66.0,3.8908,0.0,195.40540540540542,21.313754054054055
1938-06-10,66.0,3.8908,0.0,195.54054054054055,21.446065405405406
1938-06-11,66.0,3.8908,0.0,195.67567567567568,21.578376756756757
1938-06-12,66.0,3.8908,0.0,195.8108108108108,21.71068810810811
1938-06-13,66.0,3.8908,0.0,195.94594594594594,21.84299945945946
1938-06-14,66.0,3.8908,0.0,196.0810810810811,21.97531081081081
1938-06-15,66.0,3.8908,0.0,196.21621621621622,22.107622162162162
1938-06-16,66.0,3.8908,0.0,196.35135135135135,22.239933513513513
1938-06-17,66.0,3.8908,0.0,196.48648648648648,22.372244864864864
1938-06-18,66.0,3.8908,0.0,196.6216216216216,22.504556216216216
1938-06-19,66.0,3.8908,0.0,196.75675675675674,22.636867567567567
1938-06-20,66.0,3.8908,0.0,196.8918918918919,22.769178918918918
1938-06-21,66.0,3.8908,0.0,197.02702702702703,22.90149027027027
1938-06-22,66.0,3.8908,0.0,197.16216216216216,23.03380162162162
1938-06-23,66.0,3.8908,0.0,197.2972972972973,23.16611297297297
1938-06-24,66.0,3.8908,0.0,197.43243243243242,23.298424324324323
1938-06-25,66.0,3.8908,0.0,197.56756756756758,23.430735675675674
1938-06-26,66.0,3.8908,0.0,197.7027027027027,23.563047027027025
1938-06-27,66.0,3.8908,0.0,197.83783783783784,23.69535837837838
1938-06-28,66.0,3.8908,0.0,197.97297297297297,23.827669729729728
1938-06-29,66.0,3.8908,0.0,198.1081081081081,23.959981081081082
1938-06-30,66.0,3.8908,0.0,198.24324324324326,24.09229243243243
1938-07-01,66.0,3.8908,0.0,198.3783783783784,24.224603783783785
1938-07-02,66.0,3.8908,0.0,198.51351351351352,24.356915135135132
1938-07-03,66.0,3.8908,0.0,198.64864864864865,24.489226486486487
1938-07-04,66.0,3.8908,0.0,198.78378378378378,24.621537837837835
1938-07-05,66.0,3.8908,0.0,198.9189189189189,24.75384918918919
1938-07-06,66.0,3.8908,0.0,199.05405405405406,24.88616054054054
1938-07-07,66.0,3.8908,0.0,199.1891891891892,25.018471891891892
1938-07-08,66.0,3.8908,0.0,199.32432432432432,25.150783243243243
1938-07-09,66.0,3.8908,0.0,199.45945945945945,25.283094594594594
1938-07-10,66.0,3.8908,0.0,199.59459459459458,25.415405945945945
1938-07-11,66.0,3.8908,0.0,199.72972972972974,25.547717297297297
1938-07-12,66.0,3.8908,0.0,199.86486486486487,25.680028648648648
1938-07-13,66.0,3.8908,0.0,200.0,25.81234
1938-07-14,66.0,3.8908,0.0,200.13513513513513,25.94465135135135
1938-07-15,66.0,3.8908,0.0,200.27027027027026,26.0769627027027
1938-07-16,66.0,3.8908,0.0,200.40540540540542,26.209274054054053
1938-07-17,66.0,3.8908,0.0,200.54054054054055,26.341585405405404
1938-07-18,66.0,3.8908,0.0,200.67567567567568,26.47389675675676
1938-07-19,66.0,3.8908,0.0,200.8108108108108,26.606208108108106
1938-07-20,66.0,3.8908,0.0,200.94594594594594,26.73851945945946
1938-07-21,66.0,3.8908,0.0,201.0810810810811,26.87083081081081
1938-07-22,66.0,3.8908,0.0,201.21621621621622,27.003142162162163
1938-07-23,66.0,3.8908,0.0,201.35135135135135,27.13545351351351
1938-07-24,66.0,3.8908,0.0,201.48648648648648,27.267764864864866
1938-07-25,66.0,3.8908,0.0,201.6216216216216,27.400076216216213
1938-07-26,66.0,3.8908,0.0,201.75675675675677,27.532387567567568
1938-07-27,66.0,3.8908,0.0,201.8918918918919,27.664698918918916
1938-07-28,66.0,3.8908,0.0,202.02702702702703,27.79701027027027
1938-07-29,66.0,3.8908,0.0,202.16216216216216,27.929321621621618
1938-07-30,66.0,3.8908,0.0,202.2972972972973,28.061632972972973
1938-07-31,66.0,3.8908,0.0,202.43243243243242,28.193944324324324
1938-08-01,66.0,3.8908,0.0,202.56756756756758,28.326255675675675
1938-08-02,66.0,3.8908,0.0,202.7027027027027,28.458567027027026
1938-08-03,66.0,3.8908,0.0,202.83783783783784,28.590878378378378
1938-08-04,66.0,3.8908,0.0,202.97297297297297,28.72318972972973
1938-08-05,66.0,3.8908,0.0,203.1081081081081,28.85550108108108
1938-08-06,66.0,3.8908,0.0,203.24324324324326,28.98781243243243
1938-08-07,66.0,3.8908,0.0,203.3783783783784,29.120123783783782
1938-08-08,66.0,3.8908,0.0,203.51351351351352,29.252435135135133
1938-08-09,66.0,3.8908,0.0,203.64864864864865,29.384746486486485
1938-08-10,66.0,3.8908,0.0,203.78378378378378,29.517057837837836
1938-08-11,66.0,3.8908,0.0,203.9189189189189,29.649369189189187
1938-08-12,66.0,3.8908,0.0,204.05405405405406,29.781680540540542
1938-08-13,66.0,3.8908,0.0,204.1891891891892,29.91399189189189
1938-08-14,66.0,3.8908,0.0,204.32432432432432,30.046303243243244
1938-08-15,66.0,3.8908,0.0,204.45945945945945,30.178614594594592
1938-08-16,66.0,3.8908,0.0,204.59459459459458,30.310925945945947
1938-08-17,66.0,3.8908,0.0,204.72972972972974,30.443237297297294
1938-08-18,66.0,3.8908,0.0,204.86486486486487,30.57554864864865
1938-08-19,66.0,3.8908,0.0,205.0,30.707859999999997
1938-08-20,66.0,3.8908,0.0,205.13513513513513,30.84017135135135
1938-08-21,66.0,3.8908,0.0,205.27027027027026,30.9724827027027
1938-08-22,66.0,3.8908,0.0,205.40540540540542,31.104794054054054
1938-08-23,66.0,3.8908,0.0,205.54054054054055,31.2371054054054
1938-08-24,66.0,3.8908,0.0,205.67567567567568,31.369416756756756
1938-08-25,66.0,3.8908,0.0,205.8108108108108,31.501728108108107
1938-08-26,66.0,3.8908,0.0,205.94594594594594,31.63403945945946
1938-08-27,66.0,3.8908,0.0,206.0810810810811,31.76635081081081
1938-08-28,66.0,3.8908,0.0,206.21621621621622,31.89866216216216
1938-08-29,66.0,3.8908,0.0,206.35135135135135,32.030973513513516
1938-08-30,66.0,3.8908,0.0,206.48648648648648,32.16328486486486
1938-08-31,66.0,3.8908,0.0,206.6216216216216,32.29559621621621
1938-09-01,66.0,3.8908,0.0,206.75675675675677,32.427907567567566
1938-09-02,66.0,3.8908,0.0,206.8918918918919,32.56021891891892
1938-09-03,66.0,3.8908,0.0,207.02702702702703,32.69253027027027
1938-09-04,66.0,3.8908,0.0,207.16216216216216,32.824841621621616
1938-09-05,66.0,3.8908,0.0,207.2972972972973,32.95715297297297
1938-09-06,66.0,3.8908,0.0,207.43243243243242,33.089464324324325
1938-09-07,66.0,3.8908,0.0,207.56756756756758,33.22177567567567
1938-09-08,66.0,3.8908,0.0,207.7027027027027,33.35408702702702
1938-09-09,66.0,3.8908,0.0,207.83783783783784,33.486398378378375
1938-09-10,66.0,3.8908,0.0,207.97297297297297,33.61870972972973
1938-09-11,66.0,3.8908,0.0,208.1081081081081,33.75102108108108
1938-09-12,66.0,3.8908,0.0,208.24324324324326,33.88333243243243
1938-09-13,66.0,3.8908,0.0,208.3783783783784,34.01564378378379
1938-09-14,66.0,3.8908,0.0,208.51351351351352,34.147955135135135
1938-09-15,66.0,3.8908,0.0,208.64864864864865,34.28026648648648
1938-09-16,66.0,3.8908,0.0,208.78378378378378,34.41257783783784
1938-09-17,66.0,3.8908,0.0,208.9189189189189,34.54488918918919
1938-09-18,66.0,3.8908,0.0,209.05405405405406,34.67720054054054
1938-09-19,66.0,3.8908,0.0,209.1891891891892,34.80951189189189
1938-09-20,66.0,3.8908,0.0,209.32432432432432,34.94182324324324
1938-09-21,66.0,3.8908,0.0,209.45945945945945,35.0741345945946
1938-09-22,66.0,3.8908,0.0,209.59459459459458,35.206445945945944
1938-09-23,66.0,3.8908,0.0,209.72972972972974,35.33875729729729
1938-09-24,66.0,3.8908,0.0,209.86486486486487,35.47106864864865
1938-09-25,66.0,3.8908,0.0,210.0,35.60338
1938-09-26,66.0,3.8908,0.0,210.13513513513513,35.73569135135135
1938-09-27,66.0,3.8908,0.0,210.27027027027026,35.8680027027027
1938-09-28,66.0,3.8908,0.0,210.40540540540542,36.00031405405405
1938-09-29,66.0,3.8908,0.0,210.54054054054055,36.132625405405406
1938-09-30,66.0,3.8908,0.0,210.67567567567568,36.264936756756754
1938-10-01,66.0,3.8908,0.0,210.8108108108108,36.3972481081081
1938-10-02,66.0,3.8908,0.0,210.94594594594594,36.529559459459456
1938-10-03,66.0,3.8908,0.0,211.0810810810811,36.66187081081081
1938-10-04,66.0,3.8908,0.0,211.21621621621622,36.79418216216216
1938-10-05,66.0,3.8908,0.0,211.35135135135135,36.92649351351351
1938-10-06,66.0,3.8908,0.0,211.48648648648648,37.05880486486487
1938-10-07,66.0,3.8908,0.0,211.6216216216216,37.191116216216216
1938-10-08,66.0,3.8908,0.0,211.75675675675677,37.32342756756756
1938-10-09,66.0,3.8908,0.0,211.8918918918919,37.45573891891892
1938-10-10,66.0,3.8908,0.0,212.02702702702703,37.58805027027027
1938-10-11,66.0,3.8908,0.0,212.16216216216216,37.72036162162162
1938-10-12,66.0,3.8908,0.0,212.2972972972973,37.85267297297297
1938-10-13,66.0,3.8908,0.0,212.43243243243245,37.98498432432432
1938-10-14,66.0,3.8908,0.0,212.56756756756758,38.11729567567568
1938-10-15,66.0,3.8908,0.0,212.7027027027027,38.249607027027025
1938-10-16,66.0,3.8908,0.0,212.83783783783784,38.38191837837837
1938-10-17,66.0,3.8908,0.0,212.97297297297297,38.51422972972973
1938-10-18,66.0,3.8908,0.0,213.1081081081081,38.64654108108108
1938-10-19,66.0,3.8908,0.0,213.24324324324326,38.77885243243243
1938-10-20,66.0,3.8908,0.0,213.3783783783784,38.91116378378378
1938-10-21,66.0,3.8908,0.0,213.51351351351352,39.04347513513513
1938-10-22,66.0,3.8908,0.0,213.64864864864865,39.17578648648649
1938-10-23,66.0,3.8908,0.0,213.78378378378378,39.308097837837835
1938-10-24,66.0,3.8908,0.0,213.9189189189189,39.44040918918918
1938-10-25,66.0,3.8908,0.0,214.05405405405406,39.57272054054054
1938-10-26,66.0,3.8908,0.0,214.1891891891892,39.70503189189189
1938-10-27,66.0,3.8908,0.0,214.32432432432432,39.83734324324324
1938-10-28,66.0,3.8908,0.0,214.45945945945945,39.96965459459459
1938-10-29,66.0,3.8908,0.0,214.59459459459458,40.10196594594594
1938-10-30,66.0,3.8908,0.0,214.72972972972974,40.2342772972973
1938-10-31,66.0,3.8908,0.0,214.86486486486487,40.366588648648644
1938-11-01,66.0,3.8908,0.0,215.0,40.4989
1938-11-02,66.0,3.8908,0.0,207.0,32.4673
1938-11-03,66.0,3.8908,0.0,203.0,28.8527
1938-11-04,66.0,3.8908,0.0,198.0,23.3827
1938-11-05,66.0,3.8908,0.0,196.0,21.3852
1938-11-06,66.0,3.8908,0.0,194.0,19.4938
1938-11-07,66.0,3.8908,0.0,194.0,19.4938
1938-11-08,66.0,3.8908,0.0,194.0,19.4938
1938-11-09,66.0,3.8908,0.0,194.0,19.4938
1938-11-10,66.0,3.8908,0.0,194.0,19.4938
1938-11-11,66.0,3.8908,0.0,196.0,21.3852
1938-11-12,66.0,3.8908,0.0,200.0,25.4881
1938-11-13,66.0,3.8908,0.0,210.0,35.4011
1938-11-14,66.0,3.8908,0.0,214.0,39.4588
1938-11-15,66.0,3.8908,0.0,234.0,62.1144
1938-11-16,66.0,3.8908,0.0,226.0,52.5936
1938-11-17,66.0,3.8908,0.0,222.0,48.059
1938-11-18,66.0,3.8908,0.0,210.0,35.4011
1938-11-19,66.0,3.8908,0.0,204.0,29.6298
1938-11-20,66.0,3.8908,0.0,206.0,31.5107
1938-11-21,66.0,3.8908,0.0,207.0,32.4673
1938-11-22,66.0,3.8908,0.0,203.0,28.8527
1938-11-23,66.0,3.8908,0.0,198.0,23.3827
1938-11-24,66.0,3.8908,0.0,194.0,19.4938
1938-11-25,66.0,3.8908,0.0,194.0,19.4938
1938-11-26,66.0,3.8908,0.0,196.0,21.3852
1938-11-27,66.0,3.8908,0.0,200.0,25.4881
1938-11-28,66.0,3.8908,0.0,202.0,27.7033
1938-11-29,66.0,3.8908,0.0,198.0,23.3827
1938-11-30,66.0,3.8908,0.0,194.0,19.4938
1938-12-01,66.0,3.8908,0.0,192.0,17.7065
1938-12-02,66.0,3.8908,0.0,208.0,33.4347
1938-12-03,66.0,3.8908,0.0,237.0,65.836
1938-12-04,66.0,3.8908,0.0,232.0,59.6788
1938-12-05,66.0,3.8908,0.0,219.0,44.7597
1938-12-06,66.0,3.8908,0.0,210.0,35.4011
1938-12-07,66.0,3.8908,0.0,205.0,30.5648
1938-12-08,66.0,3.8908,0.0,202.0,27.7033
1938-12-09,66.0,3.8908,0.0,200.0,25.4881
1938-12-10,66.0,3.8908,0.0,200.0,25.4881
1938-12-11,66.0,3.8908,0.0,204.0,29.6298
1938-12-12,66.0,3.8908,0.0,202.0,27.7033
1938-12-13,66.0,3.8908,0.0,198.0,23.3827
1938-12-14,66.0,3.8908,0.0,196.0,21.3852
1938-12-15,66.0,3.8908,0.0,192.0,17.7065
1938-12-16,66.0,3.8908,0.0,190.0,16.0213
1938-12-17,66.0,3.8908,0.0,190.0,16.0213
1938-12-18,66.0,3.8908,0.0,190.0,16.0213
1938-12-19,66.0,3.8908,0.0,194.0,19.4938
1938-12-20,66.0,3.8908,0.0,210.0,35.4011
1938-12-21,66.0,3.8908,0.0,210.0,35.4011
1938-12-22,66.0,3.8908,0.0,209.0,34.4126
1938-12-23,66.0,3.8908,0.0,237.0,65.836
1938-12-24,66.0,3.8908,0.0,252.0,85.6314
1938-12-25,66.0,3.8908,0.0,235.0,63.3459
1938-12-26,66.0,3.8908,0.0,221.0,46.9495
1938-12-27,66.0,3.8908,0.0,210.0,35.4011
1938-12-28,66.0,3.8908,0.0,206.0,31.5107
1938-12-29,66.0,3.8908,0.0,201.0,26.5819
1938-12-30,66.0,3.8908,0.0,198.0,23.3827
1938-12-31,66.0,3.8908,0.0,196.0,21.3852
1939-01-01,66.0,3.8908,0.0,196.0,21.3852
1939-01-02,66.0,3.8908,0.0,196.0,21.3852
1939-01-03,66.0,3.8908,0.0,194.0,19.4938
1939-01-04,66.0,3.8908,0.0,191.0,16.8513
1939-01-05,66.0,3.8908,0.0,188.0,14.4362
1939-01-06,66.0,3.8908,0.0,186.0,12.9491
1939-01-07,66.0,3.8908,0.0,184.0,11.5579
1939-01-08,66.0,3.8908,0.0,184.0,11.5579
1939-01-09,66.0,3.8908,0.0,184.0,11.5579
1939-01-10,66.0,3.8908,0.0,182.0,10.2605
1939-01-11,66.0,3.8908,0.0,182.0,10.2605
1939-01-12,66.0,3.8908,0.0,181.0,9.6462
1939-01-13,66.0,3.8908,0.0,180.0,9.0546
1939-01-14,66.0,3.8908,0.0,180.0,9.0546
1939-01-15,66.0,3.8908,0.0,190.0,16.0213
1939-01-16,66.0,3.8908,0.0,200.0,25.4881
1939-01-17,66.0,3.8908,0.0,200.0,25.4881
1939-01-18,66.0,3.8908,0.0,197.0,22.3706
1939-01-19,66.0,3.8908,0.0,205.0,30.5648
1939-01-20,66.0,3.8908,0.0,211.0,36.4
1939-01-21,66.0,3.8908,0.0,201.0,26.5819
1939-01-22,66.0,3.8908,0.0,206.0,31.5107
1939-01-23,66.0,3.8908,0.0,240.0,69.6382
1939-01-24,66.0,3.8908,0.0,240.0,69.6382
1939-01-25,66.0,3.8908,0.0,259.0,94.1093
1939-01-26,66.0,3.8908,0.0,380.0,258.9268
1939-01-27,66.0,3.8908,0.0,325.0,174.4314
1939-01-28,66.0,3.8908,0.0,279.0,115.9847
1939-01-29,66.0,3.8908,0.0,270.0,105.8731
1939-01-30,66.0,3.8908,0.0,246.0,77.4799
1939-01-31,66.0,3.8908,0.0,233.0,60.892
1939-02-01,66.0,3.8908,0.0,225.0,51.4456
1939-02-02,66.0,3.8908,0.0,219.0,44.7597
1939-02-03,66.0,3.8908,0.0,216.0,41.5491
1939-02-04,66.0,3.8908,0.0,212.0,37.4093
1939-02-05,66.0,3.8908,0.0,210.0,35.4011
1939-02-06,66.0,3.8908,0.0,208.0,33.4347
1939-02-07,66.0,3.8908,0.0,208.0,33.4347
1939-02-08,66.0,3.8908,0.0,206.0,31.5107
1939-02-09,66.0,3.8908,0.0,204.0,29.6298
1939-02-10,66.0,3.8908,0.0,202.0,27.7033
1939-02-11,66.0,3.8908,0.0,200.0,25.4881
1939-02-12,66.0,3.8908,0.0,200.0,25.4881
1939-02-13,66.0,3.8908,0.0,198.0,23.3827
1939-02-14,66.0,3.8908,0.0,196.0,21.3852
1939-02-15,66.0,3.8908,0.0,195.0,20.4264
1939-02-16,66.0,3.8908,0.0,194.0,19.4938
1939-02-17,66.0,3.8908,0.0,194.0,19.4938
1939-02-18,66.0,3.8908,0.0,192.0,17.7065
1939-02-19,66.0,3.8908,0.0,190.0,16.0213
1939-02-20,66.0,3.8908,0.0,190.0,16.0213
1939-02-21,66.0,3.8908,0.0,190.0,16.0213
1939-02-22,66.0,3.8908,0.0,190.0,16.0213
1939-02-23,66.0,3.8908,0.0,190.0,16.0213
1939-02-24,66.0,3.8908,0.0,190.0,16.0213
1939-02-25,66.0,3.8908,0.0,188.0,14.4362
1939-02-26,66.0,3.8908,0.0,186.0,12.9491
1939-02-27,66.0,3.8908,0.0,186.0,12.9491
1939-02-28,66.0,3.8908,0.0,186.0,12.9491
1939-03-01,66.0,3.8908,0.0,184.0,11.5579
1939-03-02,66.0,3.8908,0.0,184.0,11.5579
1939-03-03,66.0,3.8908,0.0,184.0,11.5579
1939-03-04,66.0,3.8908,0.0,184.0,11.5579
1939-03-05,66.0,3.8908,0.0,182.0,10.2605
1939-03-06,66.0,3.8908,0.0,182.0,10.2605
1939-03-07,66.0,3.8908,0.0,181.0,9.6462
1939-03-08,66.0,3.8908,0.0,180.0,9.0546
1939-03-09,66.0,3.8908,0.0,190.0,16.0213
1939-03-10,66.0,3.8908,0.0,192.0,17.7065
1939-03-11,66.0,3.8908,0.0,191.0,16.8513
1939-03-12,66.0,3.8908,0.0,190.0,16.0213
1939-03-13,66.0,3.8908,0.0,192.0,17.7065
1939-03-14,66.0,3.8908,0.0,192.0,17.7065
1939-03-15,66.0,3.8908,0.0,192.0,17.7065
1939-03-16,66.0,3.8908,0.0,192.0,17.7065
1939-03-17,66.0,3.8908,0.0,192.0,17.7065
1939-03-18,66.0,3.8908,0.0,191.0,16.8513
1939-03-19,66.0,3.8908,0.0,190.0,16.0213
1939-03-20,66.0,3.8908,0.0,190.0,16.0213
1939-03-21,66.0,3.8908,0.0,188.0,14.4362
1939-03-22,66.0,3.8908,0.0,188.0,14.4362
1939-03-23,66.0,3.8908,0.0,188.0,14.4362
1939-03-24,66.0,3.8908,0.0,192.0,17.7065
